Passengers;Revision;Temperature_Midday;Sunshine_Percentage;Snow_5Days;Temperature_Deviation;Temperature_Max;Temperature_Min;Temperature_Evening;Precipiation_5Days;Precipiation;Wind;Holiday;Special_Event;Year;Day_in_Month;Day;Month
0;1;-0.3;0;32;-1.9;0.4;-3.5;-1;24.1;0.1;3;1;1;2014;31;Wednesday;December
3497;0;-2.2;0;25;-3.2;-0.8;-3.5;-1.6;15.7;0;4.8;1;1;2015;1;Thursday;January
2641;0;1.2;3;16;-1.5;2.1;-5.3;1.3;11.7;3.2;5.1;1;1;2015;2;Friday;January
1830;0;2.7;0;8;4.4;12.7;0.5;12.7;12.5;2;27;0;0;2015;3;Saturday;January
2722;0;6.2;27;0;4.3;11.1;-0.9;3.2;8.2;3;14.3;0;0;2015;4;Sunday;January
1625;0;0.7;89;0;-1.7;2.7;-3;-0.9;8.2;0;3.3;0;0;2015;5;Monday;January
1601;0;-0.6;43;0;-2.2;2.5;-4.1;-1.2;8.2;0;2.8;0;0;2015;6;Tuesday;January
1623;0;3.1;18;0;-0.7;4.1;-4;-0.1;5;0;3.8;0;0;2015;7;Wednesday;January
1365;0;7.2;74;0;2.9;9.5;-2;6.1;0.2;0.2;14.7;0;0;2015;8;Thursday;January
1392;0;11.9;3;0;8.5;15.6;2.6;12.8;0.2;0;22.6;0;0;2015;9;Friday;January
2590;0;15.7;87;0;14.6;19.3;10.2;15.7;2.9;0;19.6;0;0;2015;10;Saturday;January
1675;0;6.4;30;0;5.7;13.4;1.9;3.6;13.9;13.7;19.8;0;0;2015;11;Sunday;January
1175;0;4.1;0;0;1.3;4.7;-2;1.4;13.9;0;7.5;0;0;2015;12;Monday;January
1898;0;7.1;95;0;1.2;9.1;-3.2;1.3;13.7;0;4.2;0;0;2015;13;Tuesday;January
1088;0;5.4;3;0;4.4;9.2;0.7;8.5;20;6.3;18.8;0;0;2015;14;Wednesday;January
1332;0;6.6;46;0;2.8;9.5;-0.5;4.7;17.3;0;6.7;0;0;2015;15;Thursday;January
1566;0;6.4;14;0;3.9;8.1;-0.3;5.8;12.6;1.3;5.8;0;0;2015;16;Friday;January
1110;0;0.7;0;0;0.7;4;-1.1;0.4;24.6;17;4.3;0;0;2015;17;Saturday;January
2138;0;0.3;0;0;0;1.2;-0.5;0.6;24.6;0;5.4;0;0;2015;18;Sunday;January
1225;0;1.6;0;0;0.1;2.3;-1.4;1.1;19.9;0;3.1;0;0;2015;19;Monday;January
1069;0;1.8;0;0;0.8;2.3;0;1.9;21;2.7;3.8;0;0;2015;20;Tuesday;January
1275;0;1.5;4;0;0.8;1.6;0.6;1;14.7;0;4.5;0;0;2015;21;Wednesday;January
1525;0;1.8;0;0;0.7;2;0.4;1.5;2.7;0;4.2;0;0;2015;22;Thursday;January
1310;0;0.4;0;0;0.1;1.1;-0.2;1;2.7;0;4.1;0;0;2015;23;Friday;January
1748;0;2.3;2;5;0.8;3.7;-0.2;0.9;5.6;0.7;7.4;0;0;2015;24;Saturday;January
2263;0;0.9;0;5;-1;1.1;-3.8;-2.6;5.3;4.6;5.8;0;0;2015;25;Sunday;January
1205;0;-0.2;0;11;-2.3;-0.1;-5.8;-0.9;16.9;7.2;2.6;0;0;2015;26;Monday;January
1057;0;3;0;11;0.8;3.2;-0.5;1.2;17;4.5;5.5;0;0;2015;27;Tuesday;January
1617;0;2.1;36;11;-0.5;2.7;-5.8;-0.8;28.5;0.2;5.8;0;0;2015;28;Wednesday;January
1072;0;2.5;0;6;1.1;3.1;0.1;1.6;35.1;16;6.9;0;0;2015;29;Thursday;January
1844;0;3;68;6;1.2;4.5;-0.2;1.4;35.7;6.4;23.2;0;0;2015;30;Friday;January
2215;0;2.9;53;0;0.2;3.3;-4.3;0.5;26.2;3.4;8.5;0;0;2015;31;Saturday;January
2141;0;1.8;0;0;-0.1;2.4;-1.2;0.1;29.5;3.5;8;0;0;2015;1;Sunday;February
1142;0;1.9;1;0;0.5;3.2;-3.3;1.1;18.2;0.2;12.8;0;0;2015;2;Monday;February
1181;0;-0.5;0;0;-2.1;0.2;-4.6;-0.3;7.1;0;5.2;0;0;2015;3;Tuesday;February
1153;0;-1.6;0;0;-2.3;-0.6;-2.8;-0.6;5.7;0;9.9;0;0;2015;4;Wednesday;February
1062;0;-1.8;0;0;-2.6;-1.5;-2.5;-2.3;3.6;0;11.4;0;0;2015;5;Thursday;February
1409;0;-2.3;0;0;-2.1;-0.7;-2.3;-1.5;0.2;0;13.3;0;0;2015;6;Friday;February
1608;0;-2.7;0;0;-3.2;-2;-3.5;-2.1;0;0;8.5;0;0;2015;7;Saturday;February
1517;0;-2.2;0;0;-3.2;-0.3;-5.1;-1;1.4;1.4;6.4;0;0;2015;8;Sunday;February
1167;0;-0.4;18;0;-3.5;1.7;-6.6;-2.3;1.4;0;5.3;0;0;2015;9;Monday;February
2113;0;0.6;100;0;-3.2;3.2;-7.1;-0.5;1.4;0;4.6;0;0;2015;10;Tuesday;February
2118;0;0.3;48;0;-3.1;2.4;-5.6;-1.4;1.4;0;3.8;0;0;2015;11;Wednesday;February
2053;0;-0.2;35;0;-1.9;2;-4.2;-0.4;1.4;0;3.3;0;0;2015;12;Thursday;February
1728;0;0.8;49;0;-1.6;2.4;-3;0;0;0;3;0;0;2015;13;Friday;February
2877;0;4.7;76;0;1;7.3;-2.4;2.3;0;0;6.1;0;0;2015;14;Saturday;February
2824;0;3.7;50;0;0.2;6;-0.7;2;0;0;5.2;0;0;2015;15;Sunday;February
1442;0;1.2;0;0;-0.9;1.9;-0.3;0.3;0;0;4;0;0;2015;16;Monday;February
2019;0;0.3;0;0;-1.2;1.2;-0.8;0.6;0;0;4;0;0;2015;17;Tuesday;February
1702;0;0.1;0;0;-1.3;0.8;-0.3;0.2;0;0;6.6;0;0;2015;18;Wednesday;February
2610;0;1.2;58;0;-1.2;4.2;-2;1.3;0;0;5.1;0;0;2015;19;Thursday;February
3961;0;7.5;100;0;0.3;9.6;-3.3;3;0;0;3.8;0;0;2015;20;Friday;February
2022;0;5.3;0;0;-0.3;5.8;-2.1;1.1;9;4.9;8.6;0;0;2015;21;Saturday;February
2264;0;1.9;0;0;-0.9;3.4;-1.5;1.2;9.4;4.5;4;0;0;2015;22;Sunday;February
1371;0;1.1;3;0;-1.9;2.5;-3.4;1.6;16.6;6.8;4.3;0;0;2015;23;Monday;February
1353;0;3.6;0;0;0.4;4.3;-0.4;2;16.6;0.4;5.9;0;0;2015;24;Tuesday;February
1563;0;6.2;55;0;0.2;7.4;-1.6;3;16.6;0;5.3;0;0;2015;25;Wednesday;February
2900;0;5.2;100;0;-0.8;8;-3.2;3.3;7.6;0;4.3;0;0;2015;26;Thursday;February
1209;0;1.9;0;0;-0.2;4.2;0.3;3.6;18.8;11.5;6.5;0;0;2015;27;Friday;February
2050;0;3.8;2;0;-0.5;4.7;-0.7;3.1;11.8;0.3;4.2;0;0;2015;28;Saturday;February
2075;0;4.7;3;0;0.2;6.8;-0.8;5.2;21.3;1.2;4.8;0;0;2015;1;Sunday;March
927;0;6.6;4;0;4;11.1;4.5;7.1;36.4;23.4;22;0;0;2015;2;Monday;March
1689;0;8.2;57;0;2.1;10.5;1.5;7.4;42.6;0;4.7;0;0;2015;3;Tuesday;March
1123;0;3.8;6;0;-0.7;6.9;1.2;2.7;31.8;7;11.8;0;0;2015;4;Wednesday;March
1181;0;4.1;23;0;-1.9;5.3;-1.1;3;31.6;0;7.6;0;0;2015;5;Thursday;March
2222;0;4.9;99;0;-2.4;7.4;-2.8;4.2;22.1;0;5.1;0;0;2015;6;Friday;March
3722;0;6.9;99;0;-1.2;9.9;-2.3;5.3;7;0;5.1;0;0;2015;7;Saturday;March
5822;0;8.9;90;0;0.3;11.9;-1.9;7.2;0.8;0;5.2;0;0;2015;8;Sunday;March
2054;0;12.7;95;0;2.4;15.3;1.2;10.1;0;0;5.1;0;0;2015;9;Monday;March
1986;0;12.4;63;0;3.1;14.5;1.1;10.7;0;0;5.5;0;0;2015;10;Tuesday;March
1119;0;8.6;3;0;2.5;9.7;3.2;7.4;0;0;5.8;0;0;2015;11;Wednesday;March
1912;0;9.3;98;0;-0.1;11.3;-0.5;8;0;0;10.9;0;0;2015;12;Thursday;March
2861;0;7.7;90;0;-0.4;10.3;-1.5;8.8;0;0;6.2;0;0;2015;13;Friday;March
3067;0;7;70;0;-0.7;9.5;0.6;7.3;0;0;6.8;0;0;2015;14;Saturday;March
3874;0;3.8;9;0;-1.8;7;0;5.3;0;0;4.4;0;0;2015;15;Sunday;March
1673;0;9.9;24;0;1.1;12.6;2;9.2;0;0;5.2;0;0;2015;16;Monday;March
2014;0;12.2;74;0;3.1;17.1;2.6;12.7;0;0;4.8;0;0;2015;17;Tuesday;March
2662;0;15.9;92;0;4.5;17.6;3.3;12.9;0;0;5.8;0;0;2015;18;Wednesday;March
2487;0;14.8;71;0;3.8;16.5;3.7;13.3;0;0;6.6;0;0;2015;19;Thursday;March
2779;0;12.3;83;0;2.4;14.5;3;11.4;0;0;4.5;0;0;2015;20;Friday;March
2024;0;8.4;0;0;1;9.3;4.4;6.7;15.1;12.9;7.4;0;0;2015;21;Saturday;March
2512;0;6.3;0;0;-1;7.4;2.6;6.4;15.3;2.4;11;0;0;2015;22;Sunday;March
2319;0;10.1;74;0;1.4;13;4.2;10.1;15.3;0;4.6;0;0;2015;23;Monday;March
2258;0;14.5;76;0;2.8;16.3;3.7;10.8;15.3;0;6.1;0;0;2015;24;Tuesday;March
1674;0;9.9;0;0;0.9;11.3;4.8;7.4;20.7;5.2;7.4;0;0;2015;25;Wednesday;March
1304;0;6.4;0;0;-1;6.9;4.6;6.1;11.1;1.5;4.9;0;0;2015;26;Thursday;March
1680;0;7.5;17;0;0.1;10.2;3.8;8.3;12.6;5.9;6.9;0;0;2015;27;Friday;March
4337;0;11.6;70;0;0.4;13.7;0.3;9.8;13.8;1.2;15.2;0;0;2015;28;Saturday;March
2577;0;12.6;4;0;3.1;14.2;6.5;13.4;16.6;1.7;18.8;0;0;2015;29;Sunday;March
1746;0;15.4;15;0;4.4;15.4;8.2;11.6;13.2;3.1;23.5;0;0;2015;30;Monday;March
1947;0;16.9;9;0;5.2;18.2;7.9;9.8;13.2;5.4;27.5;0;0;2015;31;Tuesday;March
1362;0;6.4;10;0;-1.3;8.1;2.9;6.3;12.7;1.3;19.8;0;0;2015;1;Wednesday;April
1850;0;11;0;0;-0.3;11.2;3;7.6;22.8;11.3;21.6;0;0;2015;2;Thursday;April
5739;0;6.9;16;0;-1.6;9.6;2.2;8.5;25.2;2.8;6.3;1;1;2015;3;Friday;April
2561;0;7.9;0;0;-1.9;8.1;2.2;5;51.5;29.4;9.7;1;1;2015;4;Saturday;April
4971;0;6;18;0;-4;6.9;0.6;5.4;46;1.3;13.8;1;1;2015;5;Sunday;April
7929;0;6.7;50;0;-4.4;8.2;-2.4;6.7;44.8;0;6.4;1;1;2015;6;Monday;April
3847;0;9.1;100;0;-3;11.2;-0.7;9;33.5;0;10;0;0;2015;7;Tuesday;April
5090;0;12.4;100;0;-0.6;16.3;-0.2;14.1;28.3;0;6.9;0;0;2015;8;Wednesday;April
6613;0;15.4;99;0;2;19;1.7;15.8;0;0;4.5;0;0;2015;9;Thursday;April
6774;0;19.7;95;0;5.3;21;4.4;18.7;0.2;0;10.5;0;0;2015;10;Friday;April
4557;0;13.8;17;0;3.9;16.7;7.9;13.2;0.3;0.3;11.8;0;0;2015;11;Saturday;April
10597;0;18.3;89;0;4.2;19.6;5.8;17.8;0.3;0;6.2;0;0;2015;12;Sunday;April
4879;0;19.2;82;0;5.4;20.9;6;18.9;0.3;0;8.3;0;0;2015;13;Monday;April
5477;0;19.5;99;0;4.7;20.8;6.7;18.6;0.3;0;6.3;0;0;2015;14;Tuesday;April
8062;0;20.3;99;0;5.5;22.8;5.1;20.7;0.1;0;5.4;0;0;2015;15;Wednesday;April
5330;0;19.5;25;0;5.1;20.9;8.3;14.9;0.8;0.3;8.6;0;0;2015;16;Thursday;April
2340;0;12.4;1;0;3;14.8;10.1;12.8;22.2;18.3;7.8;0;0;2015;17;Friday;April
3614;0;9.7;4;0;-1.3;10.4;4.3;9.6;23.5;4.9;8.4;0;0;2015;18;Saturday;April
9538;0;11.8;92;0;-0.9;16;1;14.4;23.5;0;5.3;0;0;2015;19;Sunday;April
4141;0;14.9;99;0;1.6;18.4;3.8;16.7;23.5;0;8.6;0;0;2015;20;Monday;April
5329;0;18;100;0;2.9;20.5;4.3;18.5;22.7;0;7.1;0;0;2015;21;Tuesday;April
6753;0;20.8;100;0;4.6;22.7;5.8;20;1.3;0;5.9;0;0;2015;22;Wednesday;April
5253;0;15.7;99;0;2.2;19.5;5.9;17.1;0;0;6.4;0;0;2015;23;Thursday;April
5490;0;18;100;0;3.5;21.9;5.6;18.8;0;0;5.5;0;0;2015;24;Friday;April
4516;0;18.5;5;0;3.4;18.6;8.9;16;5.9;5.8;9.7;0;0;2015;25;Saturday;April
8126;0;18.1;60;0;4.2;20.1;9.9;17.4;5.9;0.1;6.7;0;0;2015;26;Sunday;April
2885;0;16.1;24;0;3.8;19.6;10.1;17.5;36.9;9.1;8.2;0;0;2015;27;Monday;April
1948;0;7.1;0;0;-3.4;12.2;3.1;7.8;38.7;23.7;15.4;0;0;2015;28;Tuesday;April
4079;0;12.6;40;0;-2.3;14.2;2.5;13.3;39.8;1.1;9.2;0;0;2015;29;Wednesday;April
4150;0;15.5;60;0;1.1;17.3;7.9;14.4;37.7;0.9;11.2;0;0;2015;30;Thursday;April
4079;0;12.2;0;0;-0.2;14.9;9.2;12.7;76.2;26.8;11;0;0;2015;1;Friday;May
8133;0;16.4;15;0;1.7;17.3;11;12.9;60.5;24.7;6.9;0;0;2015;2;Saturday;May
5457;0;15.4;4;0;2.9;18;11.9;17.2;92.8;14;5.2;0;0;2015;3;Sunday;May
3746;0;17.1;5;0;4;19.3;13.8;17.8;92.2;25.8;5.1;0;0;2015;4;Monday;May
4191;0;22.4;7;0;4.7;22.8;12.6;15.6;102.7;4.1;13;0;0;2015;5;Tuesday;May
4247;0;16.5;30;0;1.2;18.2;10.5;16;68.4;14.4;9.8;0;0;2015;6;Wednesday;May
6794;0;16.5;73;0;1.2;18.7;8.8;16.5;53.1;0;6.3;0;0;2015;7;Thursday;May
6170;0;20.7;58;0;1.7;22.6;8.6;13.9;24.2;5;10.8;0;0;2015;8;Friday;May
6109;0;18.5;26;0;2.4;19.3;12.3;18.8;23.7;0.2;8.3;0;0;2015;9;Saturday;May
15917;0;20.1;99;0;2.8;22.2;9.7;19.8;9.4;0;5.9;0;0;2015;10;Sunday;May
6998;0;22.3;94;0;4.2;25.1;9.4;22.8;5.2;0;5.3;0;0;2015;11;Monday;May
9797;0;26;88;0;7.1;28.4;11.8;26.4;5.2;0;10.4;0;0;2015;12;Tuesday;May
6893;0;25.8;72;0;8.6;27.4;16.1;23.7;0;0;12.4;0;0;2015;13;Wednesday;May
17882;0;21.6;49;0;5.6;23.3;11.2;20;8.1;7.7;13.3;1;1;2015;14;Thursday;May
4725;0;5.9;0;0;-5.7;11;5.8;6.7;36.7;29;7.6;1;1;2015;15;Friday;May
12258;0;15.4;29;0;-0.7;18.8;7.4;17.8;36.7;0;5.2;0;0;2015;16;Saturday;May
11317;0;17.6;32;0;1.8;19.5;11.7;18.5;36.7;0;4.8;0;0;2015;17;Sunday;May
7448;0;20.9;84;0;3.1;23.5;9.7;21.2;36.7;0;7.8;0;0;2015;18;Monday;May
4714;0;14.4;0;0;-1.2;16.1;10.1;11.3;38.9;7.5;5.9;0;0;2015;19;Tuesday;May
3649;0;8.4;0;0;-6.2;10;5.3;8;25.7;15.1;10.1;0;0;2015;20;Wednesday;May
4234;0;8.7;0;0;-6.9;9.5;5.3;9.1;30.7;8.1;3.6;0;0;2015;21;Thursday;May
5265;0;12.8;3;0;-3.5;14.7;7.7;13;30.7;0;7.4;0;0;2015;22;Friday;May
7297;0;14.2;1;0;-2.5;15.3;8.9;14.6;30.7;0;9.9;0;0;2015;23;Saturday;May
18039;0;19.8;22;0;-0.4;19.8;10;16;20.6;0.2;8.4;1;1;2015;24;Sunday;May
10800;0;19.3;11;0;-1;19.3;10.8;13.2;35.9;22.1;9.5;1;1;2015;25;Monday;May
3620;0;13.4;10;0;-3.7;15.1;9.6;10.5;37.1;14.8;10.8;0;0;2015;26;Tuesday;May
6614;0;16.1;95;0;-2.9;17.6;7.8;14.8;37.1;0;7.2;0;0;2015;27;Wednesday;May
9482;0;18.9;96;0;-0.6;22.2;6.3;20;37.1;0;6.7;0;0;2015;28;Thursday;May
7680;0;22.2;65;0;2.6;25.2;9.7;22.7;38.9;1.1;10.4;0;0;2015;29;Friday;May
9837;0;19.3;27;0;1;21.3;12.9;17.9;8.2;0.9;10.5;0;0;2015;30;Saturday;May
15599;0;20.9;62;0;2.2;22.9;12.5;21.4;2;0;5.4;0;0;2015;31;Sunday;May
8307;0;21.6;48;0;2.6;23.5;13.2;18.3;3;1;7.3;0;0;2015;1;Monday;June
8830;0;23.4;63;0;3.5;25.4;13.2;24;3;0;5.8;0;0;2015;2;Tuesday;June
13696;0;26.5;83;0;5.6;28.3;14.1;24.7;1;0;8.6;0;0;2015;3;Wednesday;June
19864;0;25.9;96;0;6.1;28.6;15.3;26.9;1;0;6.3;0;0;2015;4;Thursday;June
15684;0;28.5;97;0;8.4;30.7;17.1;28;1;0;23.6;0;0;2015;5;Friday;June
14778;0;28.3;70;0;7.5;30.7;17.9;24.9;4.2;4.2;17.8;0;0;2015;6;Saturday;June
14439;0;26;75;0;5.3;28.8;16;26.2;35.3;31.1;16.7;0;0;2015;7;Sunday;June
6202;0;21.4;20;0;2.5;24.3;15.3;20;36.9;0;10.5;0;0;2015;8;Monday;June
6872;0;14.8;0;0;-2;15.2;13.2;15;37.2;1.9;6.5;0;0;2015;9;Tuesday;June
8409;0;16.7;0;0;-0.7;18.7;12.8;18;37.2;0;3.8;0;0;2015;10;Wednesday;June
13871;0;24.9;55;0;2.6;25.8;12.8;22;33;0;9;0;0;2015;11;Thursday;June
11429;0;27.2;58;0;4.1;28.1;13.7;23.4;1.9;0;8.3;0;0;2015;12;Friday;June
13386;0;23.4;51;0;4.5;26.2;17.5;24.3;0.4;0.1;8.4;0;0;2015;13;Saturday;June
10704;0;21.1;16;0;1.8;24.3;15.6;17.1;39.7;34.1;10.6;0;0;2015;14;Sunday;June
5135;0;17.4;0;0;-0.7;17.7;15.3;16.8;72.7;33.6;5.9;0;0;2015;15;Monday;June
7524;0;20;4;0;0;20.8;14.9;17;73.2;5.4;8.8;0;0;2015;16;Tuesday;June
11100;0;19.2;47;0;0.2;22.3;13.7;19.8;73.2;0;7.2;0;0;2015;17;Wednesday;June
10452;0;19.6;10;0;-1;19.8;11.5;16.2;93.6;12.8;8.2;0;0;2015;18;Thursday;June
8821;0;19.7;12;0;-1.1;20.1;13.6;17.2;54.5;7.9;7.9;0;0;2015;19;Friday;June
8416;0;12.6;5;0;-3.9;15.4;11.7;14.9;30.8;9.5;6.1;0;0;2015;20;Saturday;June
11220;0;16.6;7;0;-2.5;18.6;11.8;17.6;36.5;6.2;8.1;0;0;2015;21;Sunday;June
9218;0;24.6;45;0;0.3;24.6;12.1;19.4;65.3;21.9;12.3;0;0;2015;22;Monday;June
7105;0;14.9;5;0;-3.6;17.6;12.2;15.3;48.1;10.3;6.6;0;0;2015;23;Tuesday;June
13012;0;20.2;99;0;-1.8;22.1;8.8;20.6;47.6;0;7.3;0;0;2015;24;Wednesday;June
16090;0;22.8;74;0;0.4;24.5;10.9;22.6;38.3;0;6.4;0;0;2015;25;Thursday;June
13902;0;23.9;87;0;1.9;26.3;12.4;24.4;32.1;0;6.9;0;0;2015;26;Friday;June
12512;0;23.5;30;0;2.1;24.2;14.8;24;3.8;0.5;9.2;0;0;2015;27;Saturday;June
19315;0;25;91;0;3;26.4;16.3;24.6;0.5;0;7.5;0;0;2015;28;Sunday;June
12703;0;25.5;54;0;2.9;27.1;14.4;24.5;0.5;0;6.7;0;0;2015;29;Monday;June
15535;0;27.3;98;0;4.9;30.5;15.3;28.1;0.5;0;6.7;0;0;2015;30;Tuesday;June
14147;0;30.5;98;0;6.5;32.2;17.5;30.1;0.5;0;5.8;0;0;2015;1;Wednesday;July
14819;0;30.8;87;0;8.2;33.8;19.7;30;0;0;5.6;0;0;2015;2;Thursday;July
13205;0;31.9;78;0;8.7;33.8;20.5;31.4;0;0;4.9;0;0;2015;3;Friday;July
15436;0;32.5;91;0;9;34.5;20.4;31.5;0;0;5.6;0;0;2015;4;Saturday;July
18007;0;32.7;90;0;9.3;34.6;20.9;32.7;0.8;0;8.7;0;0;2015;5;Sunday;July
12150;0;27.8;71;0;6.8;30;21.5;29;0.8;0.8;;0;0;2015;6;Monday;July
11849;0;32.2;73;0;8.8;34.8;19.2;31.5;14.7;13.9;;0;0;2015;7;Tuesday;July
8607;0;20.1;1;0;0.8;21.1;17.3;20.1;15.6;0.9;;0;0;2015;8;Wednesday;July
13429;0;21.4;31;0;0.6;24;16.2;21.5;15.6;0;7.3;0;0;2015;9;Thursday;July
15693;0;22.9;99;0;0.8;26.4;12.4;24.9;14.8;0;6.6;0;0;2015;10;Friday;July
17219;0;30.6;76;0;4.3;31.5;14.8;27.4;14.8;0;13.6;0;0;2015;11;Saturday;July
19676;0;27.8;78;0;4.2;29;16.8;25.4;0.9;0;8.6;0;0;2015;12;Sunday;July
12190;0;24.7;25;0;3.2;26.5;18.5;24.9;0;0;6.3;0;0;2015;13;Monday;July
16778;0;27.6;83;0;4.1;30.3;16.3;26.9;0;0;7.5;0;0;2015;14;Tuesday;July
18457;0;27.2;97;0;4.6;30.2;17.1;28.8;0;0;6.8;0;0;2015;15;Wednesday;July
16042;0;30.4;97;0;6.3;33;18.2;30.3;0;0;6.9;0;0;2015;16;Thursday;July
13248;0;32.3;47;0;4.9;32.3;19;25.6;0;0;16.2;0;0;2015;17;Friday;July
13538;0;23.7;32;0;3.4;27.7;17.9;26.4;0.3;0.3;15.6;0;0;2015;18;Saturday;July
16094;0;29;57;0;3.9;31.1;17.1;22.5;8.7;8.4;10.1;0;0;2015;19;Sunday;July
15594;0;28.1;94;0;4.5;29.8;17.5;28.3;8.7;0;7.2;0;0;2015;20;Monday;July
18995;0;29.1;99;0;6.4;31.9;19.2;30.4;8.7;0;5.8;0;0;2015;21;Tuesday;July
14207;0;31.2;57;0;4.6;32.7;18.5;20.2;21.5;12.8;10.7;0;0;2015;22;Wednesday;July
10419;0;21.2;3;0;1.5;23.1;18.3;23;21.2;0;8.3;0;0;2015;23;Thursday;July
14924;0;27.2;65;0;2.7;29.7;17;20.5;17.5;4.6;21.9;0;0;2015;24;Friday;July
12122;0;20.1;27;0;0.2;22.1;16;20.6;17.5;0.1;18.2;0;0;2015;25;Saturday;July
18646;0;20.4;43;0;-2.2;21.5;13.5;17.2;24.5;6.3;6;0;0;2015;26;Sunday;July
12427;0;24;73;0;0.6;25.8;14.1;23.2;11.7;0.7;16.8;0;0;2015;27;Monday;July
17488;0;20.2;1;0;-0.6;20.9;15.4;19.8;11.8;0;12.8;0;0;2015;28;Tuesday;July
10341;0;16.9;2;0;-3.8;18.7;12.4;15.1;32.3;25.3;7;0;0;2015;29;Wednesday;July
14249;0;18.6;23;0;-3.4;19.9;11.8;19;32.3;0;5.4;0;0;2015;30;Thursday;July
18462;0;20.3;82;0;-1.5;23.7;11.1;21.4;25.9;0;6.9;0;0;2015;31;Friday;July
17058;0;18.9;0;0;-1.7;20;15.6;18.8;29.9;4.6;11.3;1;1;2015;1;Saturday;August
20143;0;23.8;46;0;0.5;25.4;15.7;24.7;30;0.2;7;0;0;2015;2;Sunday;August
20165;0;26.9;100;0;3.3;29.9;15.2;27.1;4.8;0;7.6;0;0;2015;3;Monday;August
15095;0;23.4;34;0;2.3;27;17.5;22.2;5.6;0.8;8.1;0;0;2015;4;Tuesday;August
22450;0;25.7;70;0;3.8;29.7;17.1;28.2;5;0;4.6;0;0;2015;5;Wednesday;August
23019;0;30.8;94;0;6.7;33.3;18.4;30.2;1;0;5.1;0;0;2015;6;Thursday;August
18735;0;31.5;79;0;7.8;34.5;19.4;31.6;1.1;0;8;0;0;2015;7;Friday;August
17469;0;31.8;87;0;7.5;32.5;19.6;28.9;1.1;0.3;18.8;0;0;2015;8;Saturday;August
14601;0;26.5;31;0;3.9;27.8;19.8;22;3.5;3.2;10.8;0;0;2015;9;Sunday;August
11265;0;24.8;36;0;3.1;27.5;18.4;23.5;5.8;2.3;9.5;0;0;2015;10;Monday;August
15502;0;25.1;42;0;4.3;28;19.4;26.8;5.8;0;5.3;0;0;2015;11;Tuesday;August
20214;0;28.3;90;0;5.8;31.4;18.9;28.4;5.5;0;6;0;0;2015;12;Wednesday;August
16378;0;29.7;76;0;5.5;31.9;18;27.4;6.2;0;21.8;0;0;2015;13;Thursday;August
9131;0;21.7;6;0;0.6;23.1;16.4;17.5;10.9;8.6;10.3;0;0;2015;14;Friday;August
9715;0;16.8;0;0;-2.7;17.2;13.7;14.5;39.3;27.4;6.3;0;0;2015;15;Saturday;August
8921;0;16.1;0;0;-3.4;17.3;13.6;15.9;41.3;5.3;6.7;0;0;2015;16;Sunday;August
8047;0;20.5;18;0;-1.8;21.3;13.9;17.6;41.3;0;6.7;0;0;2015;17;Monday;August
8772;0;18.9;14;0;-2.4;20.7;12.3;16.6;58.7;0.6;5.6;0;0;2015;18;Tuesday;August
5930;0;14.3;0;0;-4.2;15.9;12.8;14.6;64.3;31;7.3;0;0;2015;19;Wednesday;August
12933;0;20.6;79;0;-2;21.8;11.1;18.7;33.6;0;6.4;0;0;2015;20;Thursday;August
17599;0;22.7;99;0;-0.4;24.3;11.3;21.6;31.6;0;7;0;0;2015;21;Friday;August
25987;0;22.7;100;0;0.4;24.9;12.1;22.7;31.6;0;5.5;0;0;2015;22;Saturday;August
15400;0;20.9;19;0;-0.4;22.2;13.5;17.5;19.1;5.6;5.6;0;0;2015;23;Sunday;August
6115;0;21.7;17;0;-0.9;23.4;13.6;14;16.8;11.1;12.8;0;0;2015;24;Monday;August
9552;0;17.9;66;0;-1.4;21;13.1;18.5;16.8;0.1;6;0;0;2015;25;Tuesday;August
16077;0;22.5;100;0;0.5;25.5;11.4;22.8;16.8;0;4.3;0;0;2015;26;Wednesday;August
17135;0;26.3;87;0;3.7;29;13.9;24.6;16.8;0;6.1;0;0;2015;27;Thursday;August
16726;0;28;91;0;5.4;29.8;16.5;26.8;11.2;0;5.4;0;0;2015;28;Friday;August
21002;0;27.3;100;0;6.1;30.3;17;26.9;0;0;4.4;0;0;2015;29;Saturday;August
22629;0;30.8;100;0;7.1;31.9;18.3;26.8;0;0;5.3;0;0;2015;30;Sunday;August
14480;0;28.6;100;0;6.4;30;16.3;26.5;0;0;5.5;0;0;2015;31;Monday;August
5617;0;18.5;9;0;2;22.7;15.5;17.3;20;19.8;10.9;0;0;2015;1;Tuesday;September
6429;0;19.3;7;0;0.3;19.5;14.2;17.8;20;0.2;5.4;0;0;2015;2;Wednesday;September
6846;0;16.6;1;0;-0.7;17.4;12.9;15.9;22.5;2.1;12.5;0;0;2015;3;Thursday;September
11701;0;19.1;49;0;-0.2;21.2;11.2;17.4;23.6;0.5;6.4;0;0;2015;4;Friday;September
10094;0;14.4;3;0;-3.4;15;10.3;12.5;25.2;2.6;7.9;0;0;2015;5;Saturday;September
9930;0;12.2;4;0;-3.6;14.3;10.2;13;5.4;0.2;7.7;0;0;2015;6;Sunday;September
8681;0;17.2;93;0;-3.2;18.2;7;14.7;5.4;0;6.8;0;0;2015;7;Monday;September
12046;0;16.9;91;0;-2.3;19.9;7.3;17;2.9;0;6.1;0;0;2015;8;Tuesday;September
