Passengers;Revision;Temperature_Midday;Sunshine_Percentage;Snow_5Days;Temperature_Deviation;Temperature_Max;Temperature_Min;Temperature_Evening;Precipiation_5Days;Precipiation;Wind;Holiday;Special_Event;Year;Day_in_Month;Day;Month
22271;0;21.7;62;0;3.2;24.1;12.4;19.6;2;0.3;14.9;0;0;2006;10;Sunday;September
7924;0;24;26;0;4;24;14.4;19.9;2;0;4.8;0;0;2006;11;Monday;September
14224;0;24.3;61;0;4.1;25.7;13.8;21.4;0.3;0;8.8;0;0;2006;12;Tuesday;September
14205;0;24.7;84;0;3.8;26.6;12.2;20;0.3;0;5;0;0;2006;13;Wednesday;September
10397;0;22.8;14;0;4;23.6;13.3;19.3;0.8;0;5;0;0;2006;14;Thursday;September
7651;0;18.2;17;0;3.5;21.3;15.6;18.9;0.5;0.5;9.6;0;0;2006;15;Friday;September
14110;0;19.4;17;0;3.1;21.8;13.8;17.1;2.5;0;5.3;0;0;2006;16;Saturday;September
7138;0;16.4;0;0;1.6;17.1;14.4;14.6;72.1;35.9;9.1;0;0;2006;17;Sunday;September
2979;0;15.4;0;0;0.4;15.4;12.2;14.3;95;58.2;4.4;0;0;2006;18;Monday;September
5173;0;17.3;31;0;1.1;19.9;11.9;15.5;95.4;1.3;4.6;0;0;2006;19;Tuesday;September
10471;0;20.7;93;0;2.3;22.2;10.4;17.9;95.4;0;4.6;0;0;2006;20;Wednesday;September
13517;0;21.4;99;0;2.9;23.8;11.1;18.9;93.4;0;4;0;0;2006;21;Thursday;September
14652;0;23.1;90;0;3.8;24.3;11.2;18.3;23.8;0;5.2;0;0;2006;22;Friday;September
15388;0;21.4;77;0;4.2;23.1;12.9;18.7;0.9;0;4.8;0;0;2006;23;Saturday;September
17458;0;23.1;68;0;5.9;25.3;14.1;19.9;0;0;9;0;0;2006;24;Sunday;September
3294;0;16.7;0;0;2.2;17.7;12.8;13.8;15.4;8;9.5;0;0;2006;25;Monday;September
3156;0;16.3;7;0;1.6;16.9;12.3;14.6;16.3;8.2;3.9;0;0;2006;26;Tuesday;September
4898;0;16.2;0;0;1.9;17.3;11.1;15;16.3;0.1;4.5;0;0;2006;27;Wednesday;September
7251;0;16.8;11;0;1.7;17.2;10.9;14.4;16.3;0;4.6;0;0;2006;28;Thursday;September
6973;0;20.3;84;0;3.1;21.9;10.8;16.6;17.3;0;4.6;0;0;2006;29;Friday;September
9708;0;20.5;51;0;5;22.2;13.3;17.7;9.1;3.4;6.7;0;0;2006;30;Saturday;September
6882;0;16.2;1;0;4;17.3;14.5;16.2;21.5;18;11.6;0;0;2006;1;Sunday;October
7002;0;21.2;54;0;5.8;21.8;14.6;18.3;21.5;0.1;5.8;0;0;2006;2;Monday;October
3870;0;20.5;15;0;4.4;20.9;10.9;15.9;27.7;6.2;28.8;0;0;2006;3;Tuesday;October
3968;0;13.4;17;0;0.2;15.6;8.4;11.3;28;0.5;7.4;0;0;2006;4;Wednesday;October
3959;0;12.3;23;0;-0.8;14.3;6.6;10.2;23.5;3.5;7.1;0;0;2006;5;Thursday;October
5454;0;14.7;25;0;-0.3;16.7;5.7;11.7;16.4;0;4.3;0;0;2006;6;Friday;October
4817;0;14.2;8;0;1.2;16.1;7.4;10.9;17.2;7;8;0;0;2006;7;Saturday;October
12705;0;13.3;60;0;-0.9;16.1;6;10.1;11;0;4.5;0;0;2006;8;Sunday;October
8585;0;17.4;98;0;1;19.1;5.4;12.3;9.7;0;3.9;0;0;2006;9;Monday;October
12562;0;17.8;93;0;1.9;19.2;7.2;13.1;7;0;3.8;0;0;2006;10;Tuesday;October
12112;0;16.1;64;0;2;17.7;7.1;13.4;0.8;0;5.5;0;0;2006;11;Wednesday;October
7971;0;18.6;97;0;3.6;19.6;8.6;13.6;0;0;4.2;0;0;2006;12;Thursday;October
6133;0;14.9;0;0;3.6;15.6;10.2;14.1;0;0;3.1;0;0;2006;13;Friday;October
4979;0;15.3;0;0;4.4;15.8;11.7;13.9;3.3;0;5.5;0;0;2006;14;Saturday;October
10655;0;15.5;13;0;3.4;16.5;10.6;12.8;3.3;3.3;4.6;0;0;2006;15;Sunday;October
4040;0;12.4;0;0;2.1;12.7;10.5;10.7;3.3;0;5.8;0;0;2006;16;Monday;October
6441;0;14.3;86;0;1.6;16.3;6.8;10.6;3.3;0;4.8;0;0;2006;17;Tuesday;October
6504;0;14.2;70;0;1.4;15.4;6;11;3.3;0;4.7;0;0;2006;18;Wednesday;October
4011;0;17.4;57;0;3.6;18.7;8.3;14.1;0;0;3.3;0;0;2006;19;Thursday;October
4952;0;17.8;65;0;4.5;19.1;8.7;14.3;0;0;5.2;0;0;2006;20;Friday;October
5788;0;17.3;23;0;5.5;18.6;11.2;14.8;0;0;3.8;0;0;2006;21;Saturday;October
15194;0;18.2;98;0;5.1;19.5;8.5;13.5;0;0;4;0;0;2006;22;Sunday;October
1929;0;15.9;8;0;6.2;16.6;11.8;15;4.4;0.2;7.8;0;0;2006;23;Monday;October
1769;0;19.5;72;0;7.1;20.4;8.3;15;4.4;4.2;18.6;0;0;2006;24;Tuesday;October
2150;0;14.6;62;0;3.2;17.3;6.7;11.4;4.4;0;4.1;0;0;2006;25;Wednesday;October
3555;0;17.2;93;0;5;20.1;7.1;13.2;4.4;0;5.3;0;0;2006;26;Thursday;October
2686;0;20;73;0;6.7;20.1;8.2;15.5;4.4;0;3.8;0;0;2006;27;Friday;October
2914;0;19.7;45;0;7.9;20.4;11.5;15.4;0.2;0;4.6;0;0;2006;28;Saturday;October
2316;0;13.5;0;0;6.4;14.2;12.5;13.3;5;5;3.8;0;0;2006;29;Sunday;October
1532;0;14.1;38;0;4.7;15.7;7.2;10.2;5;0;5.5;0;0;2006;30;Monday;October
1628;0;13.8;38;0;4.1;16.6;5.2;13;5;0;12.1;0;0;2006;31;Tuesday;October
1074;0;7;0;0;1.9;17;2.5;4.7;10.2;5.2;11.8;0;0;2006;1;Wednesday;November
1579;0;5.7;83;0;-3.2;7.4;-0.6;1.1;10;0;6.7;0;0;2006;2;Thursday;November
1507;0;6.6;39;0;-3.7;6.9;-1.7;2.2;5.2;0;6.3;0;0;2006;3;Friday;November
1622;0;6.9;96;0;-3.5;8.3;-1.9;3.2;5.2;0;5.3;0;0;2006;4;Saturday;November
3220;0;8.1;88;0;-2.3;9.9;-1.5;4.7;5.2;0;3.6;0;0;2006;5;Sunday;November
1215;0;9.3;99;0;-1.3;10.4;-0.4;4.7;0;0;4.2;0;0;2006;6;Monday;November
1466;0;10.2;91;0;-0.5;11.9;-0.4;5.3;0;0;3;0;0;2006;7;Tuesday;November
6652;0;12.3;82;0;2.2;14.1;0.5;10.3;0.1;0;5.5;0;0;2006;8;Wednesday;November
843;0;10.3;0;0;3.6;10.7;5.1;8.8;3.9;3.9;3.3;0;0;2006;9;Thursday;November
1206;0;8.4;16;0;1.8;9.7;1.6;4.7;3.9;0;4.3;0;0;2006;10;Friday;November
1525;0;7.2;11;0;1.3;12.7;-0.1;8.2;4.7;0.5;16.7;0;0;2006;11;Saturday;November
2615;0;8.6;14;0;5.3;13.1;7.4;8;7.5;3.1;19;0;0;2006;12;Sunday;November
814;0;10.1;11;0;3.8;11.1;4.6;8.4;10.7;0.3;8;0;0;2006;13;Monday;November
971;0;11.9;2;0;5;12.9;6.6;9.8;7.8;3.9;4.6;0;0;2006;14;Tuesday;November
1015;0;10.5;40;0;3.6;12.3;4.8;7.4;8;0.1;3.2;0;0;2006;15;Wednesday;November
1228;0;10.8;66;0;3.3;11.8;3.3;8.6;7.2;0.1;5.9;0;0;2006;16;Thursday;November
1057;0;13.6;0;0;6.9;14;7.7;11.2;4.4;0;5.3;0;0;2006;17;Friday;November
1819;0;12.2;0;0;6.2;12.9;4.8;10.3;1.1;0;4.9;0;0;2006;18;Saturday;November
2935;0;10.5;47;0;3.6;11;2.6;9.1;8.2;8;11.8;0;0;2006;19;Sunday;November
1031;0;9.4;89;0;2.4;9.6;2.7;5.6;8;0;4.5;0;0;2006;20;Monday;November
778;0;8.9;11;0;3.1;9.1;2.9;7.9;13.7;4.8;6.2;0;0;2006;21;Tuesday;November
810;0;7.2;47;0;1.5;8.4;0.1;2.1;13.7;0.9;11.6;0;0;2006;22;Wednesday;November
1054;0;8.4;9;0;2.3;8.9;1.8;4.4;13.9;0;4.4;0;0;2006;23;Thursday;November
1573;0;11.9;48;0;4.6;13.6;3.5;7.6;5.9;0.2;4.6;0;0;2006;24;Friday;November
2070;0;12.5;28;0;6.6;14.4;5.5;10.2;5.9;0;7.2;0;0;2006;25;Saturday;November
3242;0;13.7;82;0;5.5;14.6;3.9;7.7;0.2;0;3.4;0;0;2006;26;Sunday;November
1022;0;9.3;99;0;3.2;11.7;2.5;6.4;0.2;0;4.1;0;0;2006;27;Monday;November
1029;0;4.4;0;0;1.7;5.3;2.5;4.6;0;0;3.3;0;0;2006;28;Tuesday;November
662;0;7.8;0;0;4.3;8.6;3.5;8.1;7.4;7.4;5;0;0;2006;29;Wednesday;November
781;0;9.8;28;0;5.7;10;5.5;7.2;7.4;0;5.1;0;0;2006;30;Thursday;November
1419;0;6.9;53;0;4;7.1;3.8;5.6;7.4;0;4.5;0;0;2006;1;Friday;December
1300;0;5.2;7;0;1.9;5.5;2;3.1;7.4;0;4.9;0;0;2006;2;Saturday;December
2523;0;9.2;63;0;4.3;10.3;3.8;5.4;7.6;0;5.1;0;0;2006;3;Sunday;December
661;0;9.5;28;0;8.2;14.9;5.9;11.8;3.6;3.6;22.6;0;0;2006;4;Monday;December
2689;0;12.9;30;0;8.1;13.7;6.7;8.8;3.7;0.1;5.3;0;0;2006;5;Tuesday;December
604;0;5.6;0;0;5;10;5.2;5.6;19.7;16;12.9;0;0;2006;6;Wednesday;December
1409;0;6.7;70;0;3.4;7.6;1;5.1;19.7;0;8.3;0;0;2006;7;Thursday;December
1427;0;9.7;34;0;4.7;11.2;1.2;6.4;46.6;16.5;12.7;0;0;2006;8;Friday;December
896;0;3.4;0;0;1.7;3.8;1.2;3.6;53.3;20.3;7.3;0;0;2006;9;Saturday;December
1763;0;4.6;18;0;1.7;5.8;-1.8;2.8;53.3;0.5;4.1;0;0;2006;10;Sunday;December
789;0;3.6;41;0;-0.4;4.5;-3.4;2.3;37.3;0;3.9;0;0;2006;11;Monday;December
688;0;5.4;0;0;2.4;6.6;-0.2;3.5;37.3;0;3.2;0;0;2006;12;Tuesday;December
1126;0;4.7;93;0;0;5.9;-2;0.8;10.3;0.1;4.3;0;0;2006;13;Wednesday;December
1651;0;5.5;97;0;-0.4;6.1;-3;0.2;0.4;0.2;3;0;0;2006;14;Thursday;December
1641;0;3.3;77;0;-0.6;3.9;-2;0.4;0.3;0;3.2;0;0;2006;15;Friday;December
1440;0;5.5;73;0;1.1;6.7;-3.4;3.1;1.4;0;3.7;0;0;2006;16;Saturday;December
1566;0;6.2;0;0;4.1;6.6;2.2;5.1;5.5;5;5.9;0;0;2006;17;Sunday;December
820;0;2.8;0;0;1.5;3.4;1.1;2.1;5.4;0.2;9.6;0;0;2006;18;Monday;December
911;0;2.3;0;0;1.3;2.5;0.9;1.7;5.2;0;13.6;0;0;2006;19;Tuesday;December
1083;0;0.5;0;0;-0.7;1.1;-2.6;0;5.2;0;8.2;0;0;2006;20;Wednesday;December
939;0;0.1;0;0;-1.2;1.3;-2.4;-0.3;4.1;0;4.1;0;0;2006;21;Thursday;December
1046;0;0.9;0;0;-0.8;1.1;-4.1;0.2;0;0;4.1;0;0;2006;22;Friday;December
1000;0;0;0;0;-0.5;0.2;-0.7;-0.2;0;0;4.2;0;0;2006;23;Saturday;December
1758;0;-0.6;0;0;-1.1;-0.2;-1.5;-0.9;0;0;4.1;1;1;2006;24;Sunday;December
1491;0;-0.8;0;0;-1.1;-0.5;-1.4;-0.8;0;0;3.9;1;1;2006;25;Monday;December
2309;0;-0.2;0;0;-0.5;0.2;-1.1;-0.3;0;0;3.4;1;1;2006;26;Tuesday;December
1648;0;-1.6;5;0;-1.7;-0.2;-2.8;-0.7;0;0;3;0;0;2006;27;Wednesday;December
2830;0;-0.4;63;0;-2;1.3;-4.1;-1.3;0;0;4.4;0;0;2006;28;Thursday;December
2377;0;0.4;85;0;-2.3;0.9;-4.9;-2.2;0;0;2.6;0;0;2006;29;Friday;December
2586;0;0.4;31;0;-0.5;2.9;-4.2;0.8;0.2;0.2;4.5;0;0;2006;30;Saturday;December
5416;0;9.4;95;0;4.7;10.4;0.9;3.7;2;0;4.7;1;1;2006;31;Sunday;December
1811;0;9.8;0;0;6.5;10.3;2.6;8.4;19.5;14.7;23;1;1;2007;1;Monday;January
2198;0;5.5;18;0;4.3;6.1;2.5;3.3;21.5;6.6;18.6;1;1;2007;2;Tuesday;January
967;0;6.3;32;0;4.4;6.8;2.5;4.6;21.6;0;9.8;0;0;2007;3;Wednesday;January
994;0;9.1;0;0;5.3;9.1;1.5;5.5;22.1;0.8;18.9;0;0;2007;4;Thursday;January
1257;0;7.4;12;0;6.5;8.5;2.9;5.4;20.3;0;14;0;0;2007;5;Friday;January
1111;0;6.8;44;0;4.8;8.6;0;4.6;3.4;0.2;3.9;0;0;2007;6;Saturday;January
1597;0;7.7;9;0;6.7;8.6;4.6;7.2;3.6;2.6;3.1;0;0;2007;7;Sunday;January
732;0;7.7;3;0;5.9;9.2;3.3;4.9;6.3;0.1;10.4;0;0;2007;8;Monday;January
845;0;8.9;0;0;7.6;9.8;4.3;8.5;7.3;4.4;3.4;0;0;2007;9;Tuesday;January
974;0;7;51;0;6.5;9.6;3.9;6.7;7.4;0.1;9.8;0;0;2007;10;Wednesday;January
860;0;13.1;56;0;11.2;13.9;6.6;8.4;7.2;0;20.4;0;0;2007;11;Thursday;January
1087;0;10.2;0;0;9.1;12.4;2.5;8.3;5;0.4;22.3;0;0;2007;12;Friday;January
2012;0;9;97;0;4.2;10.3;0.1;4;2.2;0;3.8;0;0;2007;13;Saturday;January
2076;0;7.8;0;0;5.4;9.7;0.7;5.9;0.5;0;4.8;0;0;2007;14;Sunday;January
866;0;4.9;0;0;3.3;4.9;0;1.4;0.4;0;4.7;0;0;2007;15;Monday;January
923;0;3.6;38;0;3.5;5.2;1.5;3.6;0;0;5.3;0;0;2007;16;Tuesday;January
937;0;8.5;24;0;5.8;9.7;2.4;7.7;0;0;4.6;0;0;2007;17;Wednesday;January
666;0;12.4;0;0;11.3;16.5;3.7;13.5;2.5;2.5;25;0;0;2007;18;Thursday;January
1217;0;15.4;61;0;14.6;16.6;7.5;14.5;2.5;0;31.1;0;0;2007;19;Friday;January
1605;0;11.7;61;0;9.7;14.6;4;12.6;2.5;0;14.8;0;0;2007;20;Saturday;January
1882;0;9.1;24;0;7;11.7;1.2;3.7;5.3;2.8;16.5;0;0;2007;21;Sunday;January
869;0;5.4;0;0;4.1;5.8;1.6;5;5.3;0;7.9;0;0;2007;22;Monday;January
851;0;2.9;0;5;1.8;3.9;-1.6;-0.4;7.8;0.6;10.3;0;0;2007;23;Tuesday;January
1010;0;-3.5;0;13;-3.7;-2;-5.9;-4.3;11.1;7.7;7.4;0;0;2007;24;Wednesday;January
709;0;-3.9;1;14;-4.7;-3.6;-6.9;-4.1;11.7;0;8.6;0;0;2007;25;Thursday;January
1260;0;-3.6;0;14;-5;-3.3;-9;-8.3;9.1;0.6;4.8;0;0;2007;26;Friday;January
1098;0;-1.2;1;14;-2.6;-0.1;-5.8;-1.3;9.1;0.2;4.7;0;0;2007;27;Saturday;January
2399;0;2.6;100;9;-0.9;3.3;-6.6;-0.5;4.1;0;5.9;0;0;2007;28;Sunday;January
1223;0;3;100;1;0.2;4.4;-2.9;-0.2;0.8;0;6.6;0;0;2007;29;Monday;January
1241;0;2;83;0;-1.3;3.9;-4.8;-0.7;0.2;0;3.4;0;0;2007;30;Tuesday;January
955;0;-1.1;0;0;-1.4;0.5;-4.4;-0.2;0;0;5.4;0;0;2007;31;Wednesday;January
731;0;3.2;21;0;1.3;4.4;-1;3.2;0;0;4;0;0;2007;1;Thursday;February
952;0;2.8;0;0;1.6;3.3;-0.8;1.1;0;0;4;0;0;2007;2;Friday;February
1125;0;4.1;0;0;1.8;6.1;-2;4.4;0;0;5.9;0;0;2007;3;Saturday;February
2940;0;3.8;65;0;0.3;6.2;-2.9;1.1;0;0;3.7;0;0;2007;4;Sunday;February
1181;0;6.8;90;0;1.9;9.4;-3.5;5.2;0;0;5.3;0;0;2007;5;Monday;February
650;0;1.5;0;0;1.5;4.6;0.3;0.5;11.9;11.9;4.6;0;0;2007;6;Tuesday;February
771;0;4.7;9;0;2;6.1;-0.3;1.6;11.9;0;5.8;0;0;2007;7;Wednesday;February
786;0;4.6;0;0;2.6;5.4;-0.5;5.3;21.2;9.3;13.5;0;0;2007;8;Thursday;February
1530;0;7.4;100;0;2.9;10.2;-1.3;4.8;21.2;0;5.4;0;0;2007;9;Friday;February
1159;0;4.5;10;0;1.7;6.5;-2;4.5;22.7;1.5;3.4;0;0;2007;10;Saturday;February
1757;0;7.7;20;0;4.8;11.7;-0.4;11.6;13.2;1.7;21.4;0;0;2007;11;Sunday;February
705;0;7.5;2;0;5.8;9.3;4.7;7.8;20.9;8.4;22.2;0;0;2007;12;Monday;February
810;0;8.6;38;0;5.4;10.3;0.3;7.4;11.6;0;18.5;0;0;2007;13;Tuesday;February
975;0;5.7;0;0;1.6;5.7;-1.9;4.4;20.9;2.5;7.7;0;0;2007;14;Wednesday;February
1341;0;8.2;48;0;4.4;10.4;-0.1;5;19.4;6.8;8.8;0;0;2007;15;Thursday;February
1642;0;6.9;98;0;1.2;8.8;-2.1;4;17;0;5.2;0;0;2007;16;Friday;February
1800;0;5.3;75;0;0.9;8;-2.2;3.9;9.3;0;3.7;0;0;2007;17;Saturday;February
2691;0;4.3;63;0;1.5;9.4;-1.7;4.7;9.3;0;3.9;0;0;2007;18;Sunday;February
1368;0;10.4;69;0;4.2;12.3;1.1;6.5;0;0;4;0;0;2007;19;Monday;February
1709;0;9.4;99;0;2.8;12.1;-1.4;7.6;0;0;5;0;0;2007;20;Tuesday;February
1811;0;11;95;0;3.7;13.6;-1.1;9.3;0;0;4.5;0;0;2007;21;Wednesday;February
1793;0;11.7;91;0;5.1;13.6;1.6;9.4;0;0;5.4;0;0;2007;22;Thursday;February
1456;0;12.8;44;0;5.3;13.6;1.8;10.2;0;0;6.1;0;0;2007;23;Friday;February
1424;0;10.2;24;0;4;12.3;0.2;6.8;0.4;0.4;22.3;0;0;2007;24;Saturday;February
1300;0;6.1;2;0;3.2;9.4;2.3;3.9;7.2;6.8;18.7;0;0;2007;25;Sunday;February
647;0;7.5;0;0;4.1;8.4;4;6.9;8.1;0.7;15;0;0;2007;26;Monday;February
895;0;10.3;24;0;4;10.3;4.3;5.6;10.9;2.8;9.2;0;0;2007;27;Tuesday;February
798;0;13.7;26;0;7;14.4;4.5;12.1;13.6;2.9;20.4;0;0;2007;28;Wednesday;February
771;0;11.8;0;0;5.5;12.5;4.4;8.1;38.2;6.4;11;0;0;2007;1;Thursday;March
1263;0;10.1;13;0;3.6;10.6;3;8;33.8;19.4;10;0;0;2007;2;Friday;March
1309;0;11.6;11;0;5.8;14.3;6.1;7.8;39.6;8.3;19.8;0;0;2007;3;Saturday;March
4623;0;11.8;89;0;4.3;14.2;1.5;10;36.8;0;4.2;0;0;2007;4;Sunday;March
848;0;9.4;15;0;3.6;11.9;2.7;6.8;34.2;0.1;14.2;0;0;2007;5;Monday;March
1303;0;10;64;0;2.5;12.5;0.3;8.3;13.4;0;7.3;0;0;2007;6;Tuesday;March
809;0;9.3;1;0;4.2;10.3;6.1;7.9;12.5;5.6;6.3;0;0;2007;7;Wednesday;March
747;0;8.6;4;0;3.5;8.7;5.6;7.3;6;0.3;6.7;0;0;2007;8;Thursday;March
1570;0;8.9;46;0;2.7;10.3;0.8;9.7;15.2;1.1;10.4;0;0;2007;9;Friday;March
1578;0;6.3;27;0;0.4;7.9;-0.1;4.7;17;10;12;0;0;2007;10;Saturday;March
4956;0;7.4;99;0;-0.4;10.6;-2;7.6;12.8;0;8.4;0;0;2007;11;Sunday;March
1436;0;10.3;99;0;1.1;13;-1.3;9.2;11.3;0;4.7;0;0;2007;12;Monday;March
1680;0;13.3;97;0;3.2;16.2;0.2;11.1;11.1;0;5;0;0;2007;13;Tuesday;March
1905;0;12.4;96;0;3.9;15.8;1.1;12.3;1.9;0;5.6;0;0;2007;14;Wednesday;March
2023;0;12.3;89;0;3.4;14.4;2;10.9;0;0;4.9;0;0;2007;15;Thursday;March
1911;0;13.4;73;0;4.3;15.8;2.5;11.2;0;0;5.2;0;0;2007;16;Friday;March
1851;0;10.4;31;0;3.2;13.3;3.2;9.9;0;0;6.9;0;0;2007;17;Saturday;March
3384;0;12.7;73;1;3.2;18.1;1;11.5;19.4;10.9;19.6;0;0;2007;18;Sunday;March
954;0;6.8;46;3;-2.3;8.4;0.2;2.5;24;11.1;15.2;0;0;2007;19;Monday;March
922;0;1.2;0;9;-4.6;2.2;-1;0.9;32;10;7.9;0;0;2007;20;Tuesday;March
884;0;3;27;12;-3.8;4.5;-1.9;1.9;36;3.9;8.6;0;0;2007;21;Wednesday;March
843;0;4.2;33;12;-3;6.2;-1.2;3.4;36.8;0.1;10.4;0;0;2007;22;Thursday;March
1222;0;4.1;0;11;-3.1;4.2;0.7;2.3;17.8;1;13.8;0;0;2007;23;Friday;March
1260;0;2.6;1;9;-2.9;4.6;0.5;3.7;14.3;1.3;5;0;0;2007;24;Saturday;March
2397;0;5.4;1;3;-1.8;6.6;0.3;5;6.3;0;4.8;0;0;2007;25;Sunday;March
1543;0;10;92;0;-0.1;13.1;-2.3;10;2.3;0;5.1;0;0;2007;26;Monday;March
1625;0;12.9;76;0;1.8;14.3;1;11.3;1.5;0;7.1;0;0;2007;27;Tuesday;March
1899;0;13.9;67;0;1.6;14.8;1.2;10.4;3.3;2.2;8.4;0;0;2007;28;Wednesday;March
1707;0;11.3;39;0;2.1;13.8;1.9;12;2.2;0;4.7;0;0;2007;29;Thursday;March
1762;0;11.9;76;0;1.6;14;2.2;11.9;4.1;1.9;22.7;0;0;2007;30;Friday;March
1842;0;6.4;5;;-0.7;8.8;2.6;7.8;4.1;0;5;0;0;2007;31;Saturday;March
4676;0;10.6;82;;1.4;14.5;1.2;12.9;4.1;0;5.8;0;0;2007;1;Sunday;April
1771;0;14.4;79;;3.2;17.4;1.5;14.7;1.9;0;6.9;0;0;2007;2;Monday;April
1516;0;13.7;26;;2.1;14.5;3.7;9.2;16.9;8.8;13.3;0;0;2007;3;Tuesday;April
1234;0;6.6;0;;-0.9;8;2.4;7.4;15.1;6.3;13.3;0;0;2007;4;Wednesday;April
1367;0;8;11;;0.3;11.2;3.8;9.7;15.1;0;6.8;0;0;2007;5;Thursday;April
11239;0;12.8;94;;1.9;17.3;1.3;14.5;15.1;0;5.1;1;1;2007;6;Friday;April
8655;0;16.9;88;;4.9;19.1;3.5;15;15.1;0;6.2;1;1;2007;7;Saturday;April
10517;0;11.8;36;;3.4;14.7;6.1;13.5;0.1;0;6;1;1;2007;8;Sunday;April
12194;0;16.7;67;;4;19.3;3.6;16.1;0;0;5.8;1;1;2007;9;Monday;April
4222;0;17.6;98;;5.4;20.4;4.5;18.4;0;0;7.1;0;0;2007;10;Tuesday;April
6277;0;16.9;98;;5.5;20.6;5.2;18.8;0;0;6;0;0;2007;11;Wednesday;April
6939;0;20;85;;6.6;22.9;5.8;18.5;0;0;5.2;0;0;2007;12;Thursday;April
5729;0;22.6;86;;8.4;24.5;7.8;20.5;0;0;8;0;0;2007;13;Friday;April
7352;0;22.7;100;;8.9;25.2;7.7;20.9;0;0;6.2;0;0;2007;14;Saturday;April
16182;0;21.8;100;;8.8;25.4;7.6;22.4;0;0;6.4;0;0;2007;15;Sunday;April
6055;0;21.3;99;;8;23.3;9.1;20.7;0;0;6.2;0;0;2007;16;Monday;April
7005;0;20.9;98;;7.6;23.7;8.3;20.4;0;0;6.7;0;0;2007;17;Tuesday;April
3349;0;15.3;26;;4.8;16.6;9.2;15.3;0;0;6.7;0;0;2007;18;Wednesday;April
5273;0;16.8;93;;3.8;19.8;5.1;17.6;0;0;5.9;0;0;2007;19;Thursday;April
5116;0;18.2;95;;5.2;21.4;6.5;19;0;0;6.2;0;0;2007;20;Friday;April
7352;0;19.1;97;;5.6;22.8;7.3;18.8;0;0;6.1;0;0;2007;21;Saturday;April
15820;0;21.6;100;;7;24.6;7.1;21.1;0;0;7.6;0;0;2007;22;Sunday;April
4288;0;23.6;91;;7.9;24.7;9;21.9;0;0;5.8;0;0;2007;23;Monday;April
4764;0;23.5;89;;8.7;25.4;10.5;22.3;0;0;7.9;0;0;2007;24;Tuesday;April
5234;0;23.3;94;;8.6;26.4;9.9;23.4;0;0;6.3;0;0;2007;25;Wednesday;April
6349;0;22.7;97;;8.3;25.5;10.6;22.3;0;0;10.6;0;0;2007;26;Thursday;April
4965;0;21.4;57;;7.1;23.2;10.8;19.3;0;0;9.2;0;0;2007;27;Friday;April
8236;0;21.5;62;;7.4;23.2;10.9;22.2;0;0;7.6;0;0;2007;28;Saturday;April
15493;0;22.8;41;;6.6;24.8;11.3;18.1;3;3;12.5;0;0;2007;29;Sunday;April
5297;0;18.3;26;;4.6;21;11;17.4;3;0;13.3;0;0;2007;30;Monday;April
8966;0;18;72;;3.9;20.3;8.6;17.6;3;0;7.6;0;0;2007;1;Tuesday;May
3917;0;16;35;;2.1;16.8;7.5;15.4;3;0;8.2;0;0;2007;2;Wednesday;May
3965;0;17.6;57;;3.1;20;7.8;18;3;0;6.7;0;0;2007;3;Thursday;May
4580;0;14.3;3;;0.8;16;7.3;11.9;7.3;5.9;7.7;0;0;2007;4;Friday;May
3306;0;11.6;0;;-0.5;12.5;9.2;10.8;67.2;57.8;5;0;0;2007;5;Saturday;May
7367;0;12.9;23;;0.6;16.7;9.4;14.7;70.9;7.2;5.7;0;0;2007;6;Sunday;May
3736;0;16.6;7;;2;17.1;7.3;14.7;71;0.1;15.4;0;0;2007;7;Monday;May
3729;0;19.9;17;;5.5;20.9;13.8;17.8;73.3;2.3;;0;0;2007;8;Tuesday;May
3638;0;20.9;65;;5.7;22;12.1;17.8;66;0;;0;0;2007;9;Wednesday;May
7142;0;22.2;66;;5.1;25.2;7.4;22.3;6.1;0;;0;0;2007;10;Thursday;May
4377;0;20.6;15;;4.8;22.3;10.9;18.4;3.8;0;;0;0;2007;11;Friday;May
7360;0;22.4;63;;5.3;23.4;12.3;20.4;3.8;1.5;15.8;0;0;2007;12;Saturday;May
17930;0;23.5;77;;5.9;26.1;9.4;22.8;1.5;0;14;0;0;2007;13;Sunday;May
3084;0;19.2;18;;2.2;20;8.4;11.3;13.4;10.4;13.9;0;0;2007;14;Monday;May
2681;0;12;15;;-2.8;14;8.1;10.5;18.2;6.3;13.8;0;0;2007;15;Tuesday;May
4004;0;15.7;51;;-1.6;16.2;4.5;12.6;27.9;4.7;11.8;0;0;2007;16;Wednesday;May
5513;0;10.4;0;;-2.3;12.6;8.2;11.7;37;15.6;11.9;1;1;2007;17;Thursday;May
11786;0;17.4;48;;1.5;19.6;10.3;17.3;37;0;6.6;1;1;2007;18;Friday;May
15538;0;21.9;98;;4.1;25;8.2;22.3;25.1;0;5.5;0;0;2007;19;Saturday;May
17006;0;23.7;92;;5.7;26.1;10.9;24.3;31.9;11.5;14.7;0;0;2007;20;Sunday;May
5638;0;24.8;58;;6.3;26.7;13.7;22.9;21.5;0.8;10.6;0;0;2007;21;Monday;May
6440;0;24.5;77;;6.9;26;15.6;23.7;12.3;0;6.5;0;0;2007;22;Tuesday;May
8609;0;25.5;70;;6.7;27.7;14.3;21.3;12.3;0;6.9;0;0;2007;23;Wednesday;May
